,saversion,saverest,areasymbol,areaname,lkey,musym,muname,museq,mukey,comppct_r,compname,localphase,slope_r,cokey,hzdept_r,hzdepb_r,ksat_r,sandtotal_r,claytotal_r,silttotal_r,dbthirdbar_r,partdensity,wsatiated_r,chkey
301,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Unaka,"high precipitation, stony",40.0,20066876,69.0,79.0,7.0,,,,,,,58864185
302,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Unaka,"high precipitation, stony",40.0,20066876,79.0,203.0,21.0,,,,,,,58864186
303,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Cullasaja,"high precipitation, very stony",40.0,20066877,0.0,46.0,91.0,63.0,14.0,23.0,1.02,2.51,26.0,58864187
304,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Cullasaja,"high precipitation, very stony",40.0,20066877,46.0,86.0,91.0,61.0,14.0,25.0,1.49,2.65,24.0,58864188
305,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Cullasaja,"high precipitation, very stony",40.0,20066877,86.0,203.0,91.0,56.0,14.0,30.0,1.48,2.65,23.0,58864189
306,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,2,Chestnut,"high precipitation, stony",40.0,20066878,0.0,8.0,91.0,61.0,15.0,24.0,1.42,2.6,34.0,58864190
307,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,2,Chestnut,"high precipitation, stony",40.0,20066878,8.0,71.0,28.0,54.0,14.0,32.0,1.48,2.66,37.0,58864191
308,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,2,Chestnut,"high precipitation, stony",40.0,20066878,71.0,203.0,7.0,,,,,,,58864192
309,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Tuckasegee,"high precipitation, very stony",72.0,20066879,0.0,28.0,28.0,43.0,17.0,40.0,0.94,2.51,43.0,58864193
310,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Tuckasegee,"high precipitation, very stony",72.0,20066879,28.0,203.0,91.0,53.0,13.0,34.0,1.48,2.65,31.0,58864194
311,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,2,Chestnut,"high precipitation, stony",72.0,20066880,71.0,203.0,7.0,,,,,,,58864195
312,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,2,Chestnut,"high precipitation, stony",72.0,20066880,0.0,8.0,91.0,61.0,15.0,24.0,1.42,2.6,34.0,58864196
313,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,2,Chestnut,"high precipitation, stony",72.0,20066880,8.0,71.0,28.0,54.0,14.0,32.0,1.48,2.66,37.0,58864197
314,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,2,Edneyville,"high precipitation, stony",72.0,20066881,0.0,13.0,28.0,61.0,14.0,25.0,1.42,2.6,34.0,58864198
315,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,2,Edneyville,"high precipitation, stony",72.0,20066881,13.0,64.0,9.0,51.0,13.0,36.0,1.48,2.66,37.0,58864199
316,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,2,Edneyville,"high precipitation, stony",72.0,20066881,64.0,203.0,91.0,63.0,12.0,25.0,1.56,2.66,31.0,58864200
317,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Porters,"high precipitation, stony",72.0,20066882,0.0,23.0,9.0,42.0,19.0,39.0,0.93,2.51,51.0,58864201
318,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Porters,"high precipitation, stony",72.0,20066882,23.0,117.0,28.0,48.0,14.0,38.0,1.47,2.65,33.0,58864202
319,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Porters,"high precipitation, stony",72.0,20066882,117.0,137.0,91.0,63.0,12.0,25.0,1.56,2.65,31.0,58864203
320,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Porters,"high precipitation, stony",72.0,20066882,137.0,203.0,21.0,,,,,,,58864204
321,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Cullasaja,"high precipitation, very stony",72.0,20066883,0.0,46.0,91.0,63.0,14.0,23.0,1.02,2.51,26.0,58864205
322,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Cullasaja,"high precipitation, very stony",72.0,20066883,86.0,203.0,91.0,56.0,14.0,30.0,1.48,2.65,23.0,58864206
323,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Cullasaja,"high precipitation, very stony",72.0,20066883,46.0,86.0,91.0,61.0,14.0,25.0,1.49,2.65,24.0,58864207
324,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,80,Plott,"high precipitation, stony",72.0,20066884,3.0,18.0,28.0,61.0,15.0,24.0,0.99,2.51,54.0,58864208
325,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,80,Plott,"high precipitation, stony",72.0,20066884,18.0,38.0,28.0,61.0,15.0,24.0,0.99,2.51,53.0,58864209
326,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,80,Plott,"high precipitation, stony",72.0,20066884,119.0,203.0,28.0,67.0,9.0,24.0,1.55,2.65,29.0,58864210
327,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,80,Plott,"high precipitation, stony",72.0,20066884,38.0,84.0,9.0,53.0,13.0,34.0,1.48,2.65,40.0,58864211
328,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,80,Plott,"high precipitation, stony",72.0,20066884,84.0,119.0,9.0,53.0,13.0,34.0,1.48,2.65,40.0,58864212
329,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,80,Plott,"high precipitation, stony",72.0,20066884,0.0,3.0,92.0,,,,0.1,1.8,,58864213
330,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Unaka,"high precipitation, stony",72.0,20066885,69.0,79.0,7.0,,,,,,,58864214
331,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Unaka,"high precipitation, stony",72.0,20066885,79.0,203.0,21.0,,,,,,,58864215
332,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Unaka,"high precipitation, stony",72.0,20066885,0.0,23.0,9.0,42.0,19.0,39.0,0.93,2.51,51.0,58864216
333,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwF,"Plott fine sandy loam, high precipitation, 50 to 95 percent slopes, stony",63,545854,4,Unaka,"high precipitation, stony",72.0,20066885,23.0,69.0,28.0,51.0,12.0,37.0,1.48,2.65,35.0,58864217
334,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ReA,"Reddies fine sandy loam, 0 to 3 percent slopes, frequently flooded",64,545855,80,Reddies,frequently flooded,2.0,20066749,0.0,36.0,28.0,67.5,11.5,21.0,1.4,,36.0,58863777
335,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ReA,"Reddies fine sandy loam, 0 to 3 percent slopes, frequently flooded",64,545855,80,Reddies,frequently flooded,2.0,20066749,36.0,66.0,28.0,67.5,11.5,21.0,1.45,,37.0,58863778
336,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ReA,"Reddies fine sandy loam, 0 to 3 percent slopes, frequently flooded",64,545855,80,Reddies,frequently flooded,2.0,20066749,66.0,203.0,92.0,95.5,3.0,1.5,1.5,,18.0,58863779
337,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ReA,"Reddies fine sandy loam, 0 to 3 percent slopes, frequently flooded",64,545855,5,Ela,undrained,1.0,20066750,0.0,38.0,28.0,32.3,11.5,56.2,1.4,,34.0,58863780
338,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ReA,"Reddies fine sandy loam, 0 to 3 percent slopes, frequently flooded",64,545855,5,Ela,undrained,1.0,20066750,38.0,71.0,28.0,65.7,11.5,22.8,1.4,,30.0,58863781
339,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ReA,"Reddies fine sandy loam, 0 to 3 percent slopes, frequently flooded",64,545855,5,Ela,undrained,1.0,20066750,71.0,203.0,92.0,66.9,10.0,23.1,1.5,,8.0,58863782
340,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,RkF,"Rock outcrop-Cleveland complex, 30 to 95 percent slopes",66,545857,60,Rock outcrop,,,20066590,0.0,203.0,0.035,,,,,,,58863333
341,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,RkF,"Rock outcrop-Cleveland complex, 30 to 95 percent slopes",66,545857,30,Cleveland,very bouldery,63.0,20066591,36.0,203.0,0.03,,,,,,,58863334
342,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,RkF,"Rock outcrop-Cleveland complex, 30 to 95 percent slopes",66,545857,30,Cleveland,very bouldery,63.0,20066591,0.0,13.0,28.0,67.4,13.0,19.6,1.35,,38.0,58863335
343,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,RkF,"Rock outcrop-Cleveland complex, 30 to 95 percent slopes",66,545857,30,Cleveland,very bouldery,63.0,20066591,13.0,36.0,28.0,67.4,13.0,19.6,1.35,,42.0,58863336
344,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,80,Saunook,stony,12.0,20066923,86.0,112.0,9.0,60.0,14.0,26.0,1.6,,25.0,58864381
345,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,80,Saunook,stony,12.0,20066923,25.0,86.0,9.0,35.0,29.0,36.0,1.52,,36.0,58864382
346,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,80,Saunook,stony,12.0,20066923,112.0,203.0,9.0,60.0,14.0,26.0,1.5,,19.0,58864383
347,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,80,Saunook,stony,12.0,20066923,0.0,25.0,28.0,45.0,14.0,41.0,1.38,,32.0,58864384
348,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Cullasaja,extremely bouldery,12.0,20066924,0.0,5.0,92.0,,,,0.1,1.8,,58864385
349,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Cullasaja,extremely bouldery,12.0,20066924,5.0,30.0,28.0,62.0,28.0,10.0,0.95,,40.0,58864386
350,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Cullasaja,extremely bouldery,12.0,20066924,30.0,48.0,28.0,67.0,17.0,16.0,1.03,,38.0,58864387
351,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Cullasaja,extremely bouldery,12.0,20066924,86.0,203.0,28.0,82.0,5.0,13.0,1.62,,18.0,58864388
352,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Cullasaja,extremely bouldery,12.0,20066924,48.0,86.0,28.0,69.0,14.0,17.0,1.56,,19.0,58864389
353,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,3,Nikwasi,frequently flooded,1.0,20066925,15.0,53.0,28.0,45.0,14.0,41.0,1.13,,47.0,58864390
354,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,3,Nikwasi,frequently flooded,1.0,20066925,53.0,71.0,92.0,82.0,4.0,14.0,1.6,,35.0,58864391
355,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,3,Nikwasi,frequently flooded,1.0,20066925,0.0,15.0,28.0,45.0,14.0,41.0,1.38,,38.0,58864392
356,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,3,Nikwasi,frequently flooded,1.0,20066925,71.0,203.0,92.0,85.0,5.0,10.0,1.56,,23.0,58864393
357,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Whiteside,,12.0,20066926,0.0,36.0,28.0,68.0,12.0,20.0,1.46,,34.0,58864394
358,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Whiteside,,12.0,20066926,76.0,119.0,9.0,68.0,12.0,20.0,1.56,,34.0,58864395
359,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Whiteside,,12.0,20066926,36.0,61.0,9.0,48.0,28.0,24.0,1.54,,35.0,58864396
360,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Whiteside,,12.0,20066926,61.0,76.0,9.0,48.0,28.0,24.0,1.54,,35.0,58864397
361,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Whiteside,,12.0,20066926,119.0,135.0,23.0,63.0,17.0,20.0,1.54,,35.0,58864398
362,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,6,Whiteside,,12.0,20066926,135.0,203.0,23.0,63.0,22.0,15.0,1.55,,35.0,58864399
363,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,5,Reddies,frequently flooded,2.0,20066927,0.0,30.0,28.0,68.0,12.0,20.0,1.46,,35.0,58864400
364,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,5,Reddies,frequently flooded,2.0,20066927,30.0,51.0,28.0,62.0,10.0,28.0,1.57,,33.0,58864401
365,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,5,Reddies,frequently flooded,2.0,20066927,51.0,66.0,28.0,62.0,10.0,28.0,1.57,,33.0,58864402
366,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,5,Reddies,frequently flooded,2.0,20066927,66.0,89.0,92.0,82.0,5.0,13.0,1.6,,34.0,58864403
367,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbC,"Saunook gravelly loam, 8 to 15 percent slopes, stony",68,545859,5,Reddies,frequently flooded,2.0,20066927,89.0,203.0,92.0,92.0,3.0,5.0,1.66,,18.0,58864404
368,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,80,Saunook,,22.0,20066918,0.0,25.0,28.0,45.0,14.0,41.0,1.25,,36.0,58864359
369,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,80,Saunook,,22.0,20066918,86.0,112.0,9.0,60.0,14.0,26.0,1.6,,25.0,58864360
370,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,80,Saunook,,22.0,20066918,25.0,86.0,9.0,35.0,29.0,36.0,1.52,,36.0,58864361
371,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,80,Saunook,,22.0,20066918,112.0,203.0,9.0,60.0,14.0,26.0,1.5,,19.0,58864362
372,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,3,Whiteside,,12.0,20066919,0.0,36.0,28.0,68.0,12.0,20.0,1.38,,37.0,58864363
373,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,3,Whiteside,,12.0,20066919,76.0,119.0,9.0,68.0,12.0,20.0,1.56,,34.0,58864364
374,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,3,Whiteside,,12.0,20066919,36.0,61.0,9.0,48.0,28.0,24.0,1.54,,35.0,58864365
375,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,3,Whiteside,,12.0,20066919,61.0,76.0,9.0,48.0,28.0,24.0,1.54,,35.0,58864366
376,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,3,Whiteside,,12.0,20066919,119.0,135.0,23.0,63.0,17.0,20.0,1.54,,35.0,58864367
377,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,3,Whiteside,,12.0,20066919,135.0,203.0,23.0,63.0,22.0,15.0,1.55,,35.0,58864368
378,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Cowee,,22.0,20066920,68.0,203.0,7.0,,,,,,,58864369
379,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Cowee,,22.0,20066920,0.0,13.0,28.0,45.0,14.0,41.0,1.38,2.57,37.0,58864370
380,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Cowee,,22.0,20066920,13.0,68.0,9.0,54.0,25.0,21.0,1.56,2.62,34.0,58864371
381,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,5,Cullasaja,,23.0,20066921,86.0,203.0,28.0,82.0,5.0,13.0,1.62,,18.0,58864372
382,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,5,Cullasaja,,23.0,20066921,5.0,30.0,28.0,62.0,28.0,10.0,0.95,,40.0,58864373
383,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,5,Cullasaja,,23.0,20066921,30.0,48.0,28.0,67.0,17.0,16.0,1.03,,38.0,58864374
384,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,5,Cullasaja,,23.0,20066921,48.0,86.0,28.0,69.0,14.0,17.0,1.56,,19.0,58864375
385,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,5,Cullasaja,,23.0,20066921,0.0,5.0,92.0,,,,0.1,1.8,,58864376
386,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Evard,,22.0,20066922,0.0,13.0,9.0,50.0,14.0,36.0,1.36,2.57,37.0,58864377
387,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Evard,,22.0,20066922,81.0,114.0,9.0,49.0,19.0,32.0,1.52,2.63,35.0,58864378
388,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Evard,,22.0,20066922,114.0,203.0,9.0,62.0,13.0,25.0,1.58,2.63,32.0,58864379
389,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbD,"Saunook gravelly loam, 15 to 30 percent slopes, stony",69,545860,6,Evard,,22.0,20066922,13.0,81.0,9.0,42.0,33.0,25.0,1.57,2.62,35.0,58864380
390,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbE,"Saunook gravelly loam, 30 to 50 percent slopes, stony",70,545861,80,Saunook,stony,40.0,20066755,0.0,23.0,28.0,45.0,13.5,41.5,1.48,,27.0,58863793
391,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbE,"Saunook gravelly loam, 30 to 50 percent slopes, stony",70,545861,80,Saunook,stony,40.0,20066755,23.0,86.0,9.0,37.9,26.5,35.6,1.4,,38.0,58863794
392,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,SbE,"Saunook gravelly loam, 30 to 50 percent slopes, stony",70,545861,80,Saunook,stony,40.0,20066755,86.0,203.0,28.0,67.0,13.5,19.5,1.48,,28.0,58863795
393,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,9,Dellwood,frequently flooded,3.0,20066910,0.0,30.0,28.0,69.0,10.0,21.0,1.42,,31.0,58864327
394,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,9,Dellwood,frequently flooded,3.0,20066910,41.0,203.0,92.0,92.0,3.0,5.0,1.63,,18.0,58864328
395,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,9,Dellwood,frequently flooded,3.0,20066910,30.0,41.0,92.0,65.0,10.0,25.0,1.58,,28.0,58864329
396,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,4,Nikwasi,frequently flooded,1.0,20066911,53.0,71.0,92.0,82.0,4.0,14.0,1.6,,35.0,58864330
397,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,4,Nikwasi,frequently flooded,1.0,20066911,71.0,203.0,92.0,85.0,5.0,10.0,1.56,,23.0,58864331
398,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,4,Nikwasi,frequently flooded,1.0,20066911,15.0,53.0,28.0,45.0,14.0,41.0,1.13,,47.0,58864332
399,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,4,Nikwasi,frequently flooded,1.0,20066911,0.0,15.0,28.0,45.0,14.0,41.0,1.38,,38.0,58864333
400,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,80,Saunook,,5.0,20066912,25.0,86.0,9.0,35.0,29.0,36.0,1.52,,36.0,58864334
401,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,80,Saunook,,5.0,20066912,86.0,112.0,9.0,60.0,14.0,26.0,1.6,,25.0,58864335
402,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,ScB,"Saunook loam, 2 to 8 percent slopes",71,545862,80,Saunook,,5.0,20066912,112.0,203.0,9.0,60.0,14.0,26.0,1.5,,19.0,58864336
